change,id,source,title,lifecycle,published_before,source_url,exclusion_reason
removed_candidates,sig_b19cd36348284dcc22c6,ted,New construction of the administration building of the Dithmarschen district administration as a Public-Private Partnership (PPP),OPEN,True,https://ted.europa.eu/en/notice/-/detail/613810-2026,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b2d06e0c14029626a5fb,germany,Employee Assistance Program (EAP),OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25823266,"Occupational health or workplace safety services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b3494489a3b602cf2e53,spain,"Mantenimiento, actualización y administración de equipamientos de informática de usuario final para la administración electrónica en la Ciudad Autónoma de Melilla.",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=IIDof4m1OMoadbH3CysQuQ%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_b4ff534382097a27e9e5,germany,VMD 4. BA Lot 08 Construction auxiliary services,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25803152,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b8d60c40b1b6d26743d9,spain,Replacement of the heat pump intended for the air conditioning of the consultation module at the Cas Serres Assisted Residence Hospital,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=2MtrjHFP7nj9pbnDwlaUlg%3D%3D&uri=deeplink%3Adetalle_licitacion,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b8e7499e5e0ed15aa16a,contracts_finder,Provision of Employee Assistance Programme,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/a910e6aa-7b18-4dfe-8cb1-b251be821994,"Occupational health or workplace safety services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_ba1de9f75c132ae64f09,find_tender,Highways and Infrastructure Professional Services Contract,EARLY_ENGAGEMENT,True,https://www.find-tender.service.gov.uk/Notice/085054-2026,"Engineering or surveying advice for physical infrastructure without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_bca79eb919ef6ab71526,germany,VMD 4. BA Lot 06 External facilities,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25803144,
removed_candidates,sig_bd365089a9dd1d63ae3b,germany,Maßnahme zur Aktivierung und beruflichen Eingliederung nach § 16 Abs. 1 Satz 2 Nr. 2 SGB II i. V. m. § 45 Abs. 1 Satz 1 Nr. 1 und 3 SGB III – Aktivierungs- und Vermittlungsmaßnahme mit Praktikum am Standort Flensburg,AWARDED,False,https://oeffentlichevergabe.de/ui/de/notices/eb139197-1095-4e76-839f-b80d1f02b8a9,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_be366cea5c042ce56d46,ted,Supplier approval for the supply of IT equipment.,OPEN,True,https://ted.europa.eu/en/notice/-/detail/642020-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_be78b89e8b7e4157fb41,scotland,"Provision of Employment Law, Employee Relations & HR Advisory Services",OPEN,True,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000840802,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_beeae96fa1b602855ae2,scotland,Building Consultancy Services Dynamic Purchasing System,OPEN,True,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000833772,"Engineering or surveying advice for physical infrastructure without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_bfc9bc6c879a4d1ba860,ted,"Servicios de gestión de 40 acciones formativas, en el ámbito del proyecto ""PROEMPLEO 8”, en el marco de la convocatoria de ayudas para proyectos de formación para el empleo promovidos por entidades locales, financiados por el fondo social europeo plus (FSE+), mediante el programa de empleo, educación, formación y economía social.",AWARDED,False,https://ted.europa.eu/en/notice/-/detail/639656-2026,
removed_candidates,sig_c1829ff9c4e5d8e16b76,ted,Prestación del servicio de organización y producción de actuaciones artísticas y del servicio de programación de actividades y eventos públicos para las fiestas mayores del Ayuntamiento de Chiclana de la Frontera.,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/604361-2026,
removed_candidates,sig_c2d52d6df2c308f0946e,spain,Suministro consumibles de informatica,CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=8r0W46EdgTzE6P%2FuLemXRw%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_c3689386a2af89147ccb,spain,Framework Agreement for the Supply of IT Equipment,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=7lKyBH64CW4ZDGvgaZEVxQ%3D%3D&uri=deeplink%3Adetalle_licitacion,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_cc43607cb183b7adf062,ted,Data centre infrastructure equipment 2026 (00737),OPEN,True,https://ted.europa.eu/en/notice/-/detail/597371-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_cd5699a5fdbe8da8a4e8,scotland,DGC Remedial Works Survey Swimming Pools Dumfries & Galloway,FUTURE,True,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=OCT540690,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_cf981629d7c6c9d2a3a7,scotland,Particle Size and Shape Analyser,FUTURE,True,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JAN548026,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_cfdb9ce213d471cf46fa,spain,"Service for the extraction, genotyping, DNA analysis, registration and storage of canine samples in San Fernando de Henares",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=%2BJU8ptqZ6eRSYrkJkLlFdw%3D%3D&uri=deeplink%3Adetalle_licitacion,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_d069d9710c1eb1a8b0eb,ted,Servicios de Atención e Información a la ciudadanía en la Oficina Multiservicios de Atención Ciudadana (OMAC) y en la Oficina de Atención a las Empresas (OAE).,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/636821-2026,
removed_candidates,sig_d2629e4f2f1c821e3257,spain,"Servicios de apertura y cierre de las instalaciones del Punto Limpio en Palma del Río (Córdoba), asesoramiento a los usuarios del mismo y gestión de los residuos depositados en tales instalaciones a los diferentes centros autorizados y tratamiento",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=PZhH2OZLROTmnwcj%2BxbdTg%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_d5743f0007043e5046db,spain,Servicio de Mantenimiento de Multiplexores ADVA del Departamento de Informática Tributaria de la AEAT,CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=kLqJfxd7ZepJ8Trn0ZPzLw%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_d75115bb31aafe9d5573,spain,"Servicio de desinsectación y desratización en el término municipal de Palma del Río (Córdoba) y en las instalaciones, infraestructuras y espacios de titularidad o gestión del Iltre. Ayuntamiento de Palma del Río y de sus Organismos Autónomos (Patronato Deportivo Municipal, Patronato Municipal de Cultura e Instituto Municipal de Bienestar Social)",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=vS3F6usEP9rjHF5qKI4aaw%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_d7c71a6d6902a1218cf6,spain,"Suministro de materiales, maquinaria y fontanería necesarios para la ejecución del proyecto ""Cerramiento perimetral de aparcamiento vehículos pesados"" de Palma del Río (Córdoba), incluida en el programa para el fomento del empleo agrario (PFEA-2025)",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=xTRYYOmKr%2FU2wEhQbcAqug%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_d8ed5dd4e25bb964c84a,ted,Market exploration in accordance with § 28 VgV - qualitative survey - payment behaviour,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/815606-2025,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_d9529ce4be5d546f8260,ted,Servicio de mantenimiento de las instalaciones técnicas de la Oficina Informática Presupuestaria con destino a la Intervención General de la Administración del Estado.,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/642673-2026,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_d9d80ad31f309ec82322,spain,"Servicio de asistencia técnica audiovisual, informática y de iluminación, así como el suministro en régimen de alquiler de equipos necesarios para la realización de los actos institucionales organizados por el servicio de protocolo de la alcaldía del Ayuntamiento de Salamanca.",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=JwR0b4PnhoQS7pcxhTeWOg%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_da6182d311a582e6f081,germany,Externes Fallmanagement Betriebliches Eingliederungsmanagement in Neubrandenburg,AWARDED,False,https://oeffentlichevergabe.de/ui/de/notices/25783518,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_db60b758cca0882925e6,germany,Sustainable mini desktop computers (product-neutral) for the Federal Police and additional services,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/57cfe02b-090c-4a8d-9a08-8cc1c2631e49,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_df09aa01c89ffbdb2fda,scotland,Aberdeenshire Council – Asset Valuation Services 2026/27,FUTURE,True,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUL561083,"Property appraisal services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_df6567a6d6054e23f492,spain,"Suministro de materiales y maquinaria necesarios para el desarrollo del proyecto de diversas actuaciones en el Polideportivo Municipal de Palma del Río, incluida en el programa para el Fomento del empleo Agrario (PFEA 2025)",AWARDED,False,https://contrataciondelestado.es/wps/poc?idEvl=rOIoHRdxnSowYTJJ03sHog%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_df7c16708071d4c0bb76,spain,"Obras para el acondicionamiento y pintura fachadas del C.E.I.P. El Parque de Palma del Río (Córdoba), subvención excepcional de la Diputación Provincial de Córdoba",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=Tpq1utGtj9J%2FR5QFTlaM4A%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_e2c9cb840b15b143cac8,scotland,Cairngorms Peatland ACTION - Surveys for peatland restoration projects 2026,OPEN,True,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000841976,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_e2d2addc0de37187e091,spain,"Adquisición de 22 sillas para la sala de juntas de la Consejería de Economía, Empleo y Transformación Digital.",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=5d25Pd%2FdktzIGlsa0Wad%2Bw%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_e3343652b6be89d4a843,germany,Sustainable desktop computers (product-neutral) of the configurable category and additional services,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/ce0ff0d4-351a-4dc4-ae8e-e3da23f189fe,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_e4761ff93e2f59ff553b,spain,"Servicio de puntos violetas para información, prevención y atención en eventos públicos y espacios de gran afluencia Delegación de Igualdad del Ayuntamiento de Palma del Río (Córdoba)",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=5KHWJfZGUGjLIx6q1oPaMg%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_ea6319ef900a16a64af4,spain,Prórroga del contrato de servicios de consultoría en materia de sistema de cumplimiento normativo con apoyo de una herramienta informática (EXP. 48/2024 OBERT/SERV),CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=NMdm%2Bb5dzcM2wEhQbcAqug%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_ede60e00b71f5dfa0525,germany,Employment-orientated case management for parents,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25783480,"Non-technology service delivery without a stated software, AI or systems scope. | Human employment support or coaching services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_ede927ccef95ffd61ade,ted,Strategic communication agency services,OPEN,True,https://ted.europa.eu/en/notice/-/detail/611642-2026,"Creative, advertising or public relations services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_eff04d5bfc070ddd92ec,ted,"Surveillance service, corrective maintenance and supply of components for the locking system, as well as the supply of CCTV for the premises of Hoteles Escuela de Canarias, S.A. (HECANSA)",OPEN,True,https://ted.europa.eu/en/notice/-/detail/640315-2026,"Physical security, cameras or access hardware without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_f2536a2ade61979a1980,germany,Procurement of a Universal Robots cobot (UR10e or UR12e) for automated GMA welding with no-code programming capability and integration of existing welding power sources,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25827752,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_f4b41408024ebe827652,spain,"Suministro De Licencias De Dispositivos Wifi Y De Equipamiento De Seguridad Del Ministerio De Asuntos Exteriores, Unión Europea Y Cooperación (Ministerio De Asuntos Exteriores, Unión Europea Y Cooperación-S.G. De Informatica, Comunicaciones Y Redes)",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=rMnUVzFMpvOTylGzYmBF9Q%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_f50cd35abe52793fac5f,spain,"Alienation of four plots of municipal property, forming part of the public land asset, located in Plaza España in Santa Eulalia (Teruel)",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=6Efa5DmJyO9xseVhcqrkhw%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_f7ca634179835c66b523,ted,Procurement of GPU computing resources for AI-based climate and weather modelling,OPEN,True,https://ted.europa.eu/en/notice/-/detail/637515-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_f9df0e18f5ca011361e0,ted,Procurement of GPU computing resources for AI-based climate and weather modelling,OPEN,True,https://ted.europa.eu/en/notice/-/detail/627881-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_f9eed25ca2e1a4f54dd4,ted,Market survey - Fitness equipment and service.,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/648304-2025,"Physical fitness equipment and servicing without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_fa63792f1233fb37deb6,ted,Servicio de Mantenimiento de Multiplexores ADVA del Departamento de Informática Tributaria de la AEAT,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/614480-2026,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_fb7bf47e4479b488eac6,germany,Procurement and maintenance of Hewlett Packard (HPE) hardware components and accessories,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/d515f962-4e32-4b4f-96ed-7fd04d69d5a8,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_fc032419a17aeec17f43,ted,Supply of a server with 8 NVIDIA B200 GPUs,OPEN,True,https://ted.europa.eu/en/notice/-/detail/597119-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_fdfc86d8dffa998d9a52,germany,Incubator incl. integration G3,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25811534,"Laboratory or clinical incubation equipment without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_80f71e724c348e48ae34,contracts_finder,Legal Advice,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/4b3f0057-64f0-44ce-b435-d0c14f170a2c,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_5efdeeb56aca88210864,contracts_finder,HCT - Bowling Lane Heat Pump Installation Design Services,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/c1cb7c3b-60e7-4a9b-a937-349951cfc34d,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_8a3209c4061a14baf1cf,ted,Framework agreement for the hire of multi-function machines (second publication).,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/653374-2025,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_c4d4a0eeb282c86faac3,ted,A25O - Multi-function machines (a new competition),EXPIRED,False,https://ted.europa.eu/en/notice/-/detail/756124-2025,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_c6b8e6bd6332b1824ea2,ted,Flash Eurobarometer Surveys,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/714484-2025,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_0d12cdda3828efb26d46,scotland,Provision of Planned Heritable Asset Valuations,AWARDED,False,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=NOV542782,"Property appraisal services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_ca32f93c7220895cf99a,scotland,"Refurbished High Voltage Equipment, Supply, Delivery, Positioning and Testing",AWARDED,False,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=FEB548839,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_68776da1dc777e5933bc,ted,VOIS - Electronic door locks - Stage 1 - Prequalification,EXPIRED,False,https://ted.europa.eu/en/notice/-/detail/45056-2026,"Physical security, cameras or access hardware without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_f677aaa5626851a0bbfb,ted,"A25O - Multi-function machines, second-use notice.",AWARDED,False,https://ted.europa.eu/en/notice/-/detail/53408-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_f67dd4479a1d557c201c,ted,"Servizio di accesso per gli anni di copyright 2026, 2027, 2028 delle seguenti eBook Subject Collections dell'editore Springer Nature: Computer Science, Earth and Environmental Science, Engineering, Intelligent Technologies and Robotics, Mathematics and Statistics, Physics and Astronomy, Business & Management, Economics and Finance, Artificial Intelligence",CLOSED,False,https://ted.europa.eu/en/notice/-/detail/80740-2026,"Access to published books or journals rather than delivery of a digital system without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_7a7fea5dd289147a9ae2,ted,Asesoramiento jurídico y asistencia técnica al ICO en materia de Ayudas de Estado (incluyendo las ayudas de mínimis y elaboración de planes de evaluación de compatibilidad de los regímenes de ayudas estatales).,EXPIRED,False,https://ted.europa.eu/en/notice/-/detail/189178-2026,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_cf28400aea9064f2a853,ted,Multi-function machines,EXPIRED,False,https://ted.europa.eu/en/notice/-/detail/157336-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
recovered_candidates,sig_401c9b3a1aeaaeac68f3,contracts_finder,DVLA Payments Out,UNKNOWN,False,https://www.contractsfinder.service.gov.uk/Notice/f35d8f4a-f33b-4cca-88d7-281504dd7aa0,
recovered_candidates,sig_a627a883999a05b12103,find_tender,ID 5828449 - TEO - Equality Commission - Provision of IT Support to Equality House ALBs and NIHRC,AWARDED,False,https://www.find-tender.service.gov.uk/Notice/057996-2025,
recovered_candidates,sig_ddd52d07f83577a9ad24,contracts_finder,DDaT26028 - Assistive Technology Support Services,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/3a070e82-192f-495e-a543-798af7f6b226,
recovered_candidates,sig_7dcf67ce9cfd30da7ddd,contracts_finder,Hardware Refresh and Associated Services,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/235f7490-d915-427f-a254-ff743feb6446,
recovered_candidates,sig_f977f4948f2622ca30f4,contracts_finder,Open Banking Services,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/9ff667cd-88ca-4efb-a190-bc7fa7e4f452,
changed_published_labels,sig_04918408636ba89f1fb3,spain,"The purpose of the tender is the performance of a study on Strategic mapping of the Spanish fertiliser and plant protection product manufacturing sectors. Technological capabilities, strategic autonomy and value chains.",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=pOu4XI5RkBbN3k3tjedSGw%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_0df5c3dd9467c49e22a6,ted,"Supply of the sysSAIC software application for quality management (AUDIT) and its configuration, training and customisation service.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/811369-2025,
changed_published_labels,sig_12ef32bff481ce896332,ted,"Technical support, advisory and consultancy service for the Office of Provincial Units and Relations of the Gerencia de Informática de la Seguridad Social",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/725090-2025,
changed_published_labels,sig_1492bd3b37deb7b20342,ted,"Support, administration and maintenance service for computer systems in general service facilities, operating areas and production plants for the years 2027-2029 (Va/Varios).",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/618217-2026,
changed_published_labels,sig_14f53b7a5b9593e35185,spain,"Consultancy and technical assistance services for the modernisation, simplification and innovation of processes through the application and use of artificial intelligence and other advanced technologies in the Government Area of Economy, Innovation and Finance, in the Digital Office of the General Coordination of the Mayor's Office and in the O.A. Informática of the Madrid City Council (single category)",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=J1d4sOkqMIFJ8Trn0ZPzLw%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_15e05fa185a47cf502f9,ted,"Notice on the existence of a Qualification System for Suppliers of Goods, Service Providers and Contractors of Ferservizi S.p.A. (Subsystems relating to GOODS)",OPEN,True,https://ted.europa.eu/en/notice/-/detail/604501-2026,
changed_published_labels,sig_24e458c11bce1f7593ae,spain,Implementation and maintenance of a software solution for the comprehensive human resources management of Autoridad Portuaria de Marín y Ría de Pontevedra,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=OOb3T2k0xAYQyBAnWzHfCg%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_25db85787b4e57d7c9dd,ted,"Dynamic purchasing system for the supply of IT products for Empresa Municipal de Aguas de Córdoba, S.A. (EMACSA)",OPEN,True,https://ted.europa.eu/en/notice/-/detail/629768-2025,
changed_published_labels,sig_2f154ebb65a38961f537,spain,"Technical support service, development and maintenance of information systems of the Gerencia de Informática de la Seguridad Social which provide service to the General Treasury of Social Security",FUTURE,True,https://contrataciondelestado.es/wps/poc?idEvl=1pE5JVVU6lbIGlsa0Wad%2Bw%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_3687446bda4198681eca,spain,Supply contract for an end-to-end IT solution for electronic administration and municipal management on a Software as a Service (SaaS) basis for the Association of Municipalities of the Comarca de Baza,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=5%2BlEZMgQm1Kzz8fXU2i3eQ%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_39b24fa52c5483b81f17,ted,"Service consisting of work on the preparation, review and updating of the consolidated general inventory of the Diputació de Lleida and its autonomous bodies",OPEN,True,https://ted.europa.eu/en/notice/-/detail/606313-2026,
changed_published_labels,sig_3ad20e7fdb4dffba69ff,spain,Supply of a computer application for the management of social services of the City Council of Palma,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=a6mxQwO%2FXrwUqXM96WStVA%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_42eb4a99aa8b6a632f42,ted,Operation and monitoring services for batch job planning for the data processing centres of the Department of Tax Information Technology in Madrid.,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/868830-2025,
changed_published_labels,sig_440b8f725103f2f00d82,ted,Maintenance service for the SIRA information and research management system for the University of the Balearic Islands.,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/855583-2025,
changed_published_labels,sig_4499b311751124bc4bd2,spain,Supply of a computer platform for performance appraisal management and consultancy for its integration into the horizontal professional career system project of the City Council of Elche and its autonomous body VisitElche,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=4x%2BYQFVFRPzs%2BnLj3vAg5A%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_4a62e5a8dc1dbbb5494d,ted,Systems administration and development support services for Informática del Ayuntamiento de Madrid (3 lots),OPEN,True,https://ted.europa.eu/en/notice/-/detail/597200-2026,
changed_published_labels,sig_5c3cf642d8cb05740ff4,spain,Procurement of supply of licences for use of HR platform and payroll and recruitment management,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=Jvz0nVMbEU7N3k3tjedSGw%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_6457fa8cd74b396fa7fe,ted,IT support and information security services for the server infrastructure and workstation of the Department of Tax Information Technology of Agencia Estatal de Administración Tributaria.,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/85681-2026,
changed_published_labels,sig_69542f49b06f255f7b04,ted,"Procurement of user support services, LAN communications administration, and computer security administration, destined for the Subdirectorate-General for Information and Communications Technologies of the Ministry of Agriculture, Fisheries and Food.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/47202-2026,
changed_published_labels,sig_6b2b3fb41fc518216798,ted,Technical assistance service for the operation and administration of IT services for the IT Management Department of the Dirección General de Tráfico,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/785398-2025,
changed_published_labels,sig_6bfa5d496c0b0c266848,spain,"Procurement of cybersecurity and SOC services for the National Innovation Company, S.M.E., S.A.",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=xUNZ%2BpKYdSrVGIpKDxgsAQ%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_777b7e72bf45a11e27f0,ted,"Technical support, advisory and consultancy service for the Digital Transformation Office of the Gerencia de Informática de la Seguridad Social.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/733025-2025,
changed_published_labels,sig_77e8e6ffbf228cf08e09,ted,Supply of a computer application for the management of social services of the City Council of Palma,OPEN,True,https://ted.europa.eu/en/notice/-/detail/639400-2026,
changed_published_labels,sig_78bfbbbd07bb67e8bd58,ted,Support and managed administration services for the information systems of the various IT sections belonging to the Judicial Documentation Centre of the Consejo General del Poder Judicial.,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/857305-2025,
changed_published_labels,sig_8759350b7abbf5ded07f,ted,"Technical assistance services for the administration and improvement of the management of systems, services and applications managed by AEAD 4905",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/854560-2025,
changed_published_labels,sig_a22d8b9bc5285c46f394,ted,"Procurement of an evolutionary, corrective and adaptive maintenance service for the information systems of the IT Management of the Dirección General de Tráfico.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/772957-2025,
changed_published_labels,sig_a3c8a295b71eff91ba56,spain,"Supply, installation, commissioning, maintenance and operation of an end-to-end solution for the creation and operation of the Artificial Intelligence Hub of the Autonomous City of Ceuta, named Ceuta iHub, conceived as an on-premise environment aimed at promoting the practical, responsible and useful adoption of Artificial Intelligence in the territory.",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=w7pm9wArMXw4NavIWzMcHA%3D%3D&uri=deeplink%3Adetalle_licitacion,
