id,expected_scope_decision,title,source_url,rationale
sig_b4a3f7624591e8f82ffa,retain,"Open procedure for the entrustment of the integrated service for the collection, archiving, storage and computerised management of paper-based medical and administrative documentation of the “Istituto G. Giglio di Cefalù” Foundation, including on-demand digitisation, handling and delivery of originals, management of document disposal and IT platform",https://ted.europa.eu/en/notice/-/detail/609378-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_b4ff534382097a27e9e5,exclude,VMD 4. BA Lot 08 Construction auxiliary services,https://oeffentlichevergabe.de/ui/de/notices/25803152,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_b8d60c40b1b6d26743d9,exclude,Replacement of the heat pump intended for the air conditioning of the consultation module at the Cas Serres Assisted Residence Hospital,https://contrataciondelestado.es/wps/poc?idEvl=2MtrjHFP7nj9pbnDwlaUlg%3D%3D&uri=deeplink%3Adetalle_licitacion,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_b8e7499e5e0ed15aa16a,exclude,Provision of Employee Assistance Programme,https://www.contractsfinder.service.gov.uk/Notice/a910e6aa-7b18-4dfe-8cb1-b251be821994,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_ba1de9f75c132ae64f09,exclude,Highways and Infrastructure Professional Services Contract,https://www.find-tender.service.gov.uk/Notice/085054-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_bca79eb919ef6ab71526,exclude,VMD 4. BA Lot 06 External facilities,https://oeffentlichevergabe.de/ui/de/notices/25803144,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_bd365089a9dd1d63ae3b,exclude,Maßnahme zur Aktivierung und beruflichen Eingliederung nach § 16 Abs. 1 Satz 2 Nr. 2 SGB II i. V. m. § 45 Abs. 1 Satz 1 Nr. 1 und 3 SGB III – Aktivierungs- und Vermittlungsmaßnahme mit Praktikum am Standort Flensburg,https://oeffentlichevergabe.de/ui/de/notices/eb139197-1095-4e76-839f-b80d1f02b8a9,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_be366cea5c042ce56d46,exclude,Supplier approval for the supply of IT equipment.,https://ted.europa.eu/en/notice/-/detail/642020-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_be78b89e8b7e4157fb41,exclude,"Provision of Employment Law, Employee Relations & HR Advisory Services",https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000840802,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_beeae96fa1b602855ae2,exclude,Building Consultancy Services Dynamic Purchasing System,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000833772,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_bfc9bc6c879a4d1ba860,exclude,"Servicios de gestión de 40 acciones formativas, en el ámbito del proyecto ""PROEMPLEO 8”, en el marco de la convocatoria de ayudas para proyectos de formación para el empleo promovidos por entidades locales, financiados por el fondo social europeo plus (FSE+), mediante el programa de empleo, educación, formación y economía social.",https://ted.europa.eu/en/notice/-/detail/639656-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_c1829ff9c4e5d8e16b76,exclude,Prestación del servicio de organización y producción de actuaciones artísticas y del servicio de programación de actividades y eventos públicos para las fiestas mayores del Ayuntamiento de Chiclana de la Frontera.,https://ted.europa.eu/en/notice/-/detail/604361-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_c18306ad51ed8d64a6bf,exclude,Suministro de equipamiento informático para el Ayuntamiento de Las Rozas de Madrid.,https://ted.europa.eu/en/notice/-/detail/640151-2026,"New computing devices to run existing applications, not application delivery."
sig_c1b30da8fc76e2c3ce7c,retain,Pre-market Engagement (PME): CRM System to Integrate with a CCaaS Platform for Police Control Room & Contact Centre,https://www.contractsfinder.service.gov.uk/Notice/Attachment/364121c7-b4f7-4164-9f8c-546416a65531,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_c3689386a2af89147ccb,exclude,Framework Agreement for the Supply of IT Equipment,https://contrataciondelestado.es/wps/poc?idEvl=7lKyBH64CW4ZDGvgaZEVxQ%3D%3D&uri=deeplink%3Adetalle_licitacion,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_c6b8e6bd6332b1824ea2,exclude,Flash Eurobarometer Surveys,https://ted.europa.eu/en/notice/-/detail/714484-2025,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_c7436788950dcaf9638f,retain,Modernisation of Physical Security Systems,https://ted.europa.eu/en/notice/-/detail/731397-2025,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_c8b6aeef222e11cb312f,exclude,Purchase of 160 x Desktop Computer Systems - B76RRET#ABU - AWARD,https://www.contractsfinder.service.gov.uk/Notice/84c7bb3d-6f51-4179-aa2f-de26a6185c3d,"Desktop supply, licence resale or human clinical liaison using existing IT tools; no delivered application scope."
sig_ca32f93c7220895cf99a,exclude,"Refurbished High Voltage Equipment, Supply, Delivery, Positioning and Testing",https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=FEB548839,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_cc2be60787430fc6f8fa,retain,"Supply of Material Necessary for Carrying out Automated Haemostasis Analytical Techniques for the Haematology Laboratory of the Miguel Servet University Hospital of Zaragoza, as well as Leasing of the Necessary Equipment, Maintenance and its IT Connection to the Laboratory Information System.",https://ted.europa.eu/en/notice/-/detail/628584-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_cc43607cb183b7adf062,exclude,Data centre infrastructure equipment 2026 (00737),https://ted.europa.eu/en/notice/-/detail/597371-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_cd5699a5fdbe8da8a4e8,exclude,DGC Remedial Works Survey Swimming Pools Dumfries & Galloway,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=OCT540690,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_cf981629d7c6c9d2a3a7,exclude,Particle Size and Shape Analyser,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JAN548026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_cfdb9ce213d471cf46fa,exclude,"Service for the extraction, genotyping, DNA analysis, registration and storage of canine samples in San Fernando de Henares",https://contrataciondelestado.es/wps/poc?idEvl=%2BJU8ptqZ6eRSYrkJkLlFdw%3D%3D&uri=deeplink%3Adetalle_licitacion,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_d069d9710c1eb1a8b0eb,exclude,Servicios de Atención e Información a la ciudadanía en la Oficina Multiservicios de Atención Ciudadana (OMAC) y en la Oficina de Atención a las Empresas (OAE).,https://ted.europa.eu/en/notice/-/detail/636821-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_d36aaf285b39ada1da46,retain,"Mixed contract for the supply of Microsoft product SaaS subscriptions and managed services, for the Business Agency for Transformation and Economic Development, TRADE",https://ted.europa.eu/en/notice/-/detail/586275-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_d37af8bd05c99eadfbdf,retain,Insurance broker service,https://oeffentlichevergabe.de/ui/de/notices/d04c9eec-c346-41cc-928b-777c5d9639b2,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_d4034bb838e95d9ad2ca,retain,CRM- and ticketing system,https://ted.europa.eu/en/notice/-/detail/673330-2025,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_d8ed5dd4e25bb964c84a,exclude,Market exploration in accordance with § 28 VgV - qualitative survey - payment behaviour,https://ted.europa.eu/en/notice/-/detail/815606-2025,"Reviewed human/physical work: travel promotion, occupational health, survey execution, specialist asset advice, industry representation or fitness equipment."
sig_d9529ce4be5d546f8260,exclude,Servicio de mantenimiento de las instalaciones técnicas de la Oficina Informática Presupuestaria con destino a la Intervención General de la Administración del Estado.,https://ted.europa.eu/en/notice/-/detail/642673-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_da6182d311a582e6f081,exclude,Externes Fallmanagement Betriebliches Eingliederungsmanagement in Neubrandenburg,https://oeffentlichevergabe.de/ui/de/notices/25783518,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_db60b758cca0882925e6,exclude,Sustainable mini desktop computers (product-neutral) for the Federal Police and additional services,https://oeffentlichevergabe.de/ui/de/notices/57cfe02b-090c-4a8d-9a08-8cc1c2631e49,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_ddd52d07f83577a9ad24,retain,DDaT26028 - Assistive Technology Support Services,https://www.contractsfinder.service.gov.uk/Notice/3a070e82-192f-495e-a543-798af7f6b226,Stated digital delivery/support scope retained conservatively.
sig_df09aa01c89ffbdb2fda,exclude,Aberdeenshire Council – Asset Valuation Services 2026/27,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JUL561083,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_df6567a6d6054e23f492,exclude,"Suministro de materiales y maquinaria necesarios para el desarrollo del proyecto de diversas actuaciones en el Polideportivo Municipal de Palma del Río, incluida en el programa para el Fomento del empleo Agrario (PFEA 2025)",https://contrataciondelestado.es/wps/poc?idEvl=rOIoHRdxnSowYTJJ03sHog%3D%3D&uri=deeplink%3Adetalle_licitacion,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_e2c9cb840b15b143cac8,exclude,Cairngorms Peatland ACTION - Surveys for peatland restoration projects 2026,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000841976,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_e3343652b6be89d4a843,exclude,Sustainable desktop computers (product-neutral) of the configurable category and additional services,https://oeffentlichevergabe.de/ui/de/notices/ce0ff0d4-351a-4dc4-ae8e-e3da23f189fe,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_e96f072171cb8d5b7ec8,retain,Supply of basic IT hardware for the Provincial Council of Castellón within the framework of a dynamic purchasing system,https://ted.europa.eu/en/notice/-/detail/609438-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_eb1bacfb563f9759d7ed,retain,Books and teaching aids for Troms County - RFI,https://ted.europa.eu/en/notice/-/detail/141556-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_ede60e00b71f5dfa0525,exclude,Employment-orientated case management for parents,https://oeffentlichevergabe.de/ui/de/notices/25783480,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_ede927ccef95ffd61ade,exclude,Strategic communication agency services,https://ted.europa.eu/en/notice/-/detail/611642-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_eff04d5bfc070ddd92ec,exclude,"Surveillance service, corrective maintenance and supply of components for the locking system, as well as the supply of CCTV for the premises of Hoteles Escuela de Canarias, S.A. (HECANSA)",https://ted.europa.eu/en/notice/-/detail/640315-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_f00f6b1ea5230cedfeab,retain,Video control system,https://oeffentlichevergabe.de/ui/de/notices/a2a5775d-d392-484f-a105-da9e2167032f,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_f0126c7c6ddca3a07088,retain,"Contrato mixto de servicio de telefonía, conectividad y seguridad informática y suministro de terminales de telefonía móvil.",https://contrataciondelestado.es/wps/poc?idEvl=rHjRVFru4%2FN9Zh%2FyRJgM8w%3D%3D&uri=deeplink%3Adetalle_licitacion,Native-language IT support/interface or a data-space/AI delivery; generic computing words are not the Informatica brand.
sig_f2536a2ade61979a1980,exclude,Procurement of a Universal Robots cobot (UR10e or UR12e) for automated GMA welding with no-code programming capability and integration of existing welding power sources,https://oeffentlichevergabe.de/ui/de/notices/25827752,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_f47670163e5812efefba,retain,Main study DiGeVe - Data collection & evaluation,https://ted.europa.eu/en/notice/-/detail/591058-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_f4d894a8f01099c5431c,retain,OPEN PROCEDURE FOR THE CONCLUSION OF A FRAMEWORK AGREEMENT DIVIDED INTO TWO LOTS FOR THE AWARD OF MULTI-YEAR WORKS AND SERVICES CONTRACTS FOR THE MANAGEMENT AND MAINTENANCE OF MUNICIPAL ASSETS. Lot 1: CIG BC9,https://ted.europa.eu/en/notice/-/detail/630379-2026,Retain stated software/interface/support scope or an explicitly mixed software category; qualify before bidding.
sig_f50cd35abe52793fac5f,exclude,"Alienation of four plots of municipal property, forming part of the public land asset, located in Plaza España in Santa Eulalia (Teruel)",https://contrataciondelestado.es/wps/poc?idEvl=6Efa5DmJyO9xseVhcqrkhw%3D%3D&uri=deeplink%3Adetalle_licitacion,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_f677aaa5626851a0bbfb,exclude,"A25O - Multi-function machines, second-use notice.",https://ted.europa.eu/en/notice/-/detail/53408-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_f7ca634179835c66b523,exclude,Procurement of GPU computing resources for AI-based climate and weather modelling,https://ted.europa.eu/en/notice/-/detail/637515-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_f977f4948f2622ca30f4,retain,Open Banking Services,https://www.contractsfinder.service.gov.uk/Notice/9ff667cd-88ca-4efb-a190-bc7fa7e4f452,Stated digital delivery/support scope retained conservatively.
sig_f9df0e18f5ca011361e0,exclude,Procurement of GPU computing resources for AI-based climate and weather modelling,https://ted.europa.eu/en/notice/-/detail/627881-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_f9eed25ca2e1a4f54dd4,exclude,Market survey - Fitness equipment and service.,https://ted.europa.eu/en/notice/-/detail/648304-2025,"Reviewed human/physical work: travel promotion, occupational health, survey execution, specialist asset advice, industry representation or fitness equipment."
sig_fa63792f1233fb37deb6,exclude,Servicio de Mantenimiento de Multiplexores ADVA del Departamento de Informática Tributaria de la AEAT,https://ted.europa.eu/en/notice/-/detail/614480-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_fb7bf47e4479b488eac6,exclude,Procurement and maintenance of Hewlett Packard (HPE) hardware components and accessories,https://oeffentlichevergabe.de/ui/de/notices/d515f962-4e32-4b4f-96ed-7fd04d69d5a8,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_fc032419a17aeec17f43,exclude,Supply of a server with 8 NVIDIA B200 GPUs,https://ted.europa.eu/en/notice/-/detail/597119-2026,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
sig_fdfc86d8dffa998d9a52,exclude,Incubator incl. integration G3,https://oeffentlichevergabe.de/ui/de/notices/25811534,"Purchased scope reviewed as physical goods, human services, content access or incidental software use."
